Gender,First Name (Devanagari),Middle Name (Devanagari),Last Name (Devanagari),First Name (Roman),Middle Name (Roman),Last Name (Roman),Alternative Roman Spellings
0,एलिना,,पौडेल,elina,,paudel,"elina . paudel, elina  paaudel, elina paude"
1,हरि,प्रसाद,ढुंगाना,Hari,Prasad,Dhungana,"Hari Dhungan, Hari Prasad Dhungaanaa, Hari Dungana"
1,ईश्‍वर,,भण्डारी,god,,steward,"god stewar, god  stewaard, god . steward"
1,रामनाथ,साह,कानु,Ramnath,Sah,Kanu,"Ramnath Kan, R. Kanu, Ramnath S. Kanu"
0,खुस्वु,,पठान,Khusvu,,Pathan,"Khusvu  Paathaan, K. Pathan, Khusvu Pathan"
1,श्रवण,कुमार,सदा,Shravan,Kumar,always,"S. always, Shravan K. always, Shravan Kumar always"
0,वेल,कुमरी,घर्ती,Well,Kumari,Gharti,"Well Garti, Well Kumari Ghaarti, Well Ghart"
0,गंगा,कुमारी,प्रधान,Ganga,Kumari,Pradhan,"Ganga Kumari Pradhan, Ganga K. Pradhan, Ganga Pradhan"
0,शारदा,,दहाल,Sharda,,Dahal,"Sharda  Dahal, Sharda  Daahaal, Sharda Daha"
0,लक्ष्मीनिया,,खातुन,Lakshminiya,,Khatun,"Lakshminiya Katun, Lakshminiya  Khaatun, L. Khatun"
1,महेन्द्र,राज,देवकोटा,Mahendra,Raj,Devkota,"Mahendra Raj Devkota, M. Devkota, Mahendra R. Devkota"
0,सुर्जमुनी,,ताजपुरिया,Surjamuni,,Tajpuria,"Surjamuni  Taajpuriaa, Surjamuni . Tajpuria, S. Tajpuria"
1,सानुलाल,,श्रेष्‍ठ,sanulal,,shreshtha,"s. shreshtha, sanulal sresta, sanulal  shreshtha"
0,विष्णु,माया,वाईवा,Vishnu,Maya,Viva,"Vishnu Maya Vivaa, Vishnu Viva, V. Viva"
0,रस्‍मी,,ढकाल,ceremonial,,dhakal,"c. dhakal, ceremonial  dhaakaal, ceremonial dakal"
0,चुन,माया,खाम्चा,Chun,Maya,Khamcha,"Chun Maya Khaamchaa, Chun Khamch, Chun M. Khamcha"
1,दिनेश,,थापा,dinesh,,thapa,"dinesh . thapa, dinesh  thaapaa, d. thapa"
1,दिपेश,,उप्रेती,Dipesh,,Upreti,"Dipesh  Upreti, Dipesh . Upreti, D. Upreti"
0,विना,,तमाङ,without,,tamang,"without tamang, without taman, without  tamang"
1,कृष्ण,मान,विष्ट,Krishna,Maan,Vishta,"Krishna Maan Vishtaa, K. Vishta, Krishna Visht"
1,जीवनाथ,,ढकाल,Jeevnath,,Dhakal,"Jeevnath Dakal, Jeevnath Dhakal, Jeevnath . Dhakal"
0,निरु,,सापकोटा,Niru,,Sapkota,"Niru  Saapkotaa, N. Sapkota, Niru  Sapkota"
1,मनोज,कुमार,चेम्जोङ,Manoj,Kumar,Chemjong,"Manoj Kumar Chemjong, Manoj K. Chemjong, Manoj Chemjong"
1,सन्चवीर,,तामाङ,Sanchveer,,Tamang,"Sanchveer Taman, Sanchveer  Tamang, Sanchveer  Taamaang"
1,जित,बहादुर,गाहा,Jit,Bahadur,Gaha,"J. Gaha, Jit Bahadur Gaahaa, Jit Gaha"
0,अस्मिता,,चौधरी,Asmita,,Chaudhary,"Asmita  Chaudhary, Asmita  Chaaudhaary, Asmita . Chaudhary"
1,पद्म,नन्‍द,तिमल्‍सिना,Padma,Nanda,Timalsina,"Padma Timalsina, Padma Timalsin, Padma Nanda Timaalsinaa"
1,पशुपति,,कहार,Pashupati,,Kahar,"Pashupati Kaha, Pashupati Kahar, Pashupati  Kahar"
0,निर्मला,,सुवेदी,Nirmala,,Suvedi,"Nirmala Suved, N. Suvedi, Nirmala Suvedi"
1,विनोद,,लामा,Vinod,,Lama,"Vinod  Lama, Vinod . Lama, Vinod Lama"
1,विजय,कुमार,साह,Vijay,Kumar,Shah,"Vijay Sa, Vijay K. Shah, Vijay Kumar Shah"
1,सेरमहम,मद,मियाँ,Sermaham,Mad,Miyan,"Sermaham Miyan, S. Miyan, Sermaham Miya"
0,राधिका,,ढकाल,Radhika,,Dhakal,"Radhika Dhakal, Radhika  Dhakal, Radhika . Dhakal"
0,दामा,,साउद,Dama,,Saud,"Dama  Saud, Dama Saud, Dama  Saaud"
0,धन,कुमारी,बराल,Dhan,Kumari,Baral,"Dhan Kumari Baaraal, Dhan Kumari Baral, Dhan Baral"
0,कमला,,गुरुङ्ग,Kamala,,Gurung,"Kamala  Gurung, Kamala . Gurung, Kamala Gurung"
0,श्रीमाया,,तामाङ,Shrimaya,,Tamang,"Shrimaya Taman, Shrimaya  Taamaang, Shrimaya Tamang"
0,वुधनी,,ड.थारु,Vudhani,,D.Tharu,"Vudhani D.Thar, Vudhani D.Tharu, Vudhani . D.Tharu"
0,सुजाता,,कटुवाल,Sujata,,Katuwal,"Sujata Katuwa, Sujata Katuwal, Sujata  Katuwal"
0,रोजिता,,चौलागाई,Rosita,,Choulagai,"R. Choulagai, Rosita  Choulagai, Rosita Coulagai"
1,दिपेन्द्र,,ओली,Dipendra,,Oli,"Dipendra Ol, Dipendra Oli, Dipendra . Oli"
0,बिमला,,लामा,Bimal,,Lama,"B. Lama, Bimal Lama, Bimal  Lama"
1,चेत,बहादुर,सारु,Chet,Bahadur,Saru,"Chet Saru, Chet Bahadur Saaru, Chet B. Saru"
1,किरण,,के.सी.,Kiran,,KC,"Kiran KC, Kiran . KC, Kiran  KC"
1,प्रमोद,राजभोर,चौधरी,Pramod,Rajbhor,Chowdhury,"Pramod Cowdury, Pramod Chowdhur, Pramod R. Chowdhury"
0,शशिकला,,भट्टराई,Shashikala,,Bhattarai,"Shashikala Battarai, Shashikala Bhattarai, Shashikala  Bhattarai"
1,मरिच,मान,मुक्तान,Marich,Maan,Muktan,"Marich Muktan, Marich Mukta, Marich Maan Muktan"
1,दिनेश,,न्यौपाने,Dinesh,,Nyupane,"Dinesh Nyupane, D. Nyupane, Dinesh  Niupane"
0,खेम,कुमारी,सुनार,Khem,Kumari,Sunar,"Khem Kumari Sunar, K. Sunar, Khem Kumari Sunaar"
1,रिगेश,,पार्की,Rigesh,,Parki,"Rigesh  Parki, Rigesh Parki, Rigesh  Paarki"
1,मान,बहादुर,दमै,Maan,Bahadur,Damai,"Maan B. Damai, M. Damai, Maan Damai"
0,धन,कुमारी,थिङ्,Dhan,Kumari,Thing,"Dhan Ting, Dhan Thin, D. Thing"
1,अर्जुन,,पासमान,Arjun,,Pasman,"Arjun Pasma, A. Pasman, Arjun  Pasman"
0,बटुली,,चौधरी,Batuli,,Chaudhary,"Batuli  Chaudhari, Batuli  Chaudhary, Batuli Chaudhar"
0,जागो,देवी,केवट,Jago,Devi,Boatman,"Jago Devi Boatman, Jago D. Boatman, Jago Boatman"
1,गोपाल,साह,तेली,Gopal,Shah,Teli,"Gopal Teli, Gopal Shah Teli, Gopal Tel"
1,दिलिप,कुमार,मेहता,Dilip,Kumar,Mehta,"Dilip Meht, Dilip Mehta, Dilip Kumar Mehtaa"
1,छवि,लाल,गुरुङ,image,lal,gurung,"i. gurung, image lal gurung, image gurung"
1,अजीजुद्दीन,,मुसलमान,Azizuddin,,Muslim,"Azizuddin  Muslim, Azizuddin Muslim, Azizuddin . Muslim"
1,नमराज,,थपलिया,Namraj,,Thapliya,"Namraj  Thapliya, Namraj  Thapliia, Namraj Thapliy"
1,ईश्वर,बहादुर,भण्डारी,Ishwar,Bahadur,Bhandari,"Ishwar Bhandari, Ishwar Bahadur Bhaandaari, Ishwar B. Bhandari"
0,देउकला,,देवकोटा,Deukla,,Devkota,"Deukla . Devkota, D. Devkota, Deukla Devkot"
0,धन,माया,खड्का,Dhan,Maya,Khadka,"Dhan Maya Khaadkaa, Dhan M. Khadka, Dhan Khadka"
0,भागवती,देवी,थरुनी,Bhagwati,Devi,Tharuni,"Bhagwati Tharun, Bhagwati D. Tharuni, Bhagwati Devi Tharuni"
0,ज्ञानु,,के.सी.,Gyanu,,K.C.,"Gyanu K.C., Gyanu K.C, Gyanu . K.C."
0,पिंकु,कुमारी,यादव,pinku,kumari,yadav,"pinku kumari iadav, pinku k. yadav, pinku yada"
1,अब्दुल,हकिम,धुनिया,Abdul,Hakim,Dhunia,"Abdul Dunia, A. Dhunia, Abdul Dhuni"
0,वेल,माया,आले,Well,Maya,Aale,"Well Maya Aaale, Well Aale, Well M. Aale"
1,सरोज,,सापकोटा,Saroj,,Sapkota,"Saroj . Sapkota, S. Sapkota, Saroj  Sapkota"
0,विमला,,बोहरा,Vimla,,Bohra,"Vimla Bohra, Vimla Bohr, Vimla Bora"
0,सिता,कुमारी,बिष्‍ट,Sita,Kumari,Bisht,"Sita Bisht, Sita Kumari Bisht, Sita Bish"
1,भक्त,कुमार,राई,Bhakta,Kumar,Rai,"Bhakta Rai, B. Rai, Bhakta Ra"
1,ईन्द्र,,बरुवाल,Indra,,Baruwal,"Indra  Baaruwaal, Indra  Baruwal, I. Baruwal"
1,अमरनाथ,,पाण्डे,Amarnath,,Pandey,"Amarnath  Pandey, Amarnath . Pandey, A. Pandey"
0,गोमा,,जि.सी.,Goma,,G.C.,"Goma  G.C., G. G.C., Goma . G.C."
1,धन,वहादुर,शाही,money,brave,royal,"money roya, money royal, m. royal"
0,बिन,कुमारी,गुरुङ्ग,Bin,Kumari,Gurung,"B. Gurung, Bin Kumari Gurung, Bin K. Gurung"
0,मन्जु,,गुप्ता,Manju,,Gupta,"Manju . Gupta, Manju Gupta, Manju Gupt"
1,हरि,प्रसाद,पौडेल,Hari,Prasad,Paudel,"H. Paudel, Hari Prasad Paaudel, Hari P. Paudel"
1,धन,बहादुर,गुरुङ्ग,Dhan,Bahadur,Gurung,"D. Gurung, Dhan Bahadur Gurung, Dhan B. Gurung"
0,नैना,,मगर,Naina,,Magar,"N. Magar, Naina  Magar, Naina Magar"
1,पदम,बहादुर,अर्याल,Padam,Bahadur,Aryal,"Padam Bahadur Arial, Padam Arya, Padam B. Aryal"
0,हिरा,माया,श्रेष्‍ट,Hira,Maya,Shrestha,"Hira Maya Shrestha, Hira Maya Shresthaa, H. Shrestha"
1,झंक,बहादुर,दर्जी,Jhank,Bahadur,Tailor,"Jhank Bahadur Taailor, Jhank B. Tailor, J. Tailor"
1,शङ्कर,,बोहरा,Shankar,,Bohra,"Shankar  Bohra, Shankar Bora, Shankar  Bohraa"
0,मनु,,गिरी,manu,,giri,"m. giri, manu gir, manu . giri"
0,रमा,,चित्रकार,Rama,,Chitrakar,"Rama Chitrakar, Rama  Chitrakar, Rama . Chitrakar"
1,नृप,बहादु्र,बेउवा,King,Bahadur,Beuwa,"King Beuwa, K. Beuwa, King Beuw"
0,पारो,,देवी,Paro,,Devi,"Paro Dev, Paro  Devi, P. Devi"
0,बिनमला,,घर्ती,Binmala,,Gharti,"Binmala Garti, Binmala Ghart, Binmala  Ghaarti"
1,ढुण्डु,बहादुर,लोहनी,Dhundu,Bahadur,Lohani,"Dhundu Loani, Dhundu Bahadur Lohani, Dhundu Bahadur Lohaani"
0,धना,,वम,Dhana,,Vaam,"Dhana Vaam, D. Vaam, Dhana  Vaaaam"
0,यमी,"अ‍ाचार्य,",भन्डारी,Yami,"Acharya,",Bhandari,"Yami Bandari, Yami A. Bhandari, Y. Bhandari"
0,आषिका,अधिकारी,देवकोटा,Aashika,Adhikari,Devkota,"Aashika Devkota, Aashika Adhikari Devkota, A. Devkota"
0,कुसुम,,लोक्ताम,Kusum,,Loktam,"Kusum  Loktaam, Kusum  Loktam, Kusum . Loktam"
1,राम,नरेश,महरा,Ram,Naresh,Mehra,"Ram Mera, R. Mehra, Ram Mehr"
1,बद्री,नाथ,बादे,Badri,Nath,Baade,"Badri N. Baade, Badri Nath Baaaade, Badri Baad"
1,चलितर,,सदा,always,on,move,"always move, always mov, always on move"
0,रोहिता,,लिम्बु,Rohita,,Limbu,"Rohita Limbu, Rohita  Limbu, R. Limbu"
0,तुयुचा,,महर्जन,Tuyucha,,Maharjan,"Tuyucha  Maharjan, T. Maharjan, Tuyucha Maharjan"
1,राम,बाबु,शर्मा,Ram,Babu,Sharma,"Ram Sharma, Ram B. Sharma, Ram Babu Sharma"
0,राम,करणी,थरुनी,Ram,Karni,Tharuni,"R. Tharuni, Ram Karni Thaaruni, Ram Tharun"
0,सुनिता,,लोध,sunita,,lodh,"sunita . lodh, s. lodh, sunita lod"
1,लिले,,दमाई,Lille,,Damai,"Lille Damai, Lille . Damai, Lille Dama"
0,मन,माया,निरौला,Man,Maya,Niraula,"Man Maya Niraula, Man Niraul, Man Maya Niraaulaa"
1,डण्डविर,,खत्री,Dandvir,,Khatri,"Dandvir Katri, Dandvir  Khatri, Dandvir  Khaatri"
1,पर्शुराम,,राई,Parshuram,,Rai,"P. Rai, Parshuram  Rai, Parshuram Ra"
0,अस्मिता,,देवकोटा,Asmita,,Devkota,"A. Devkota, Asmita  Devkotaa, Asmita Devkot"
0,हिरा,कुमारी,कार्की,Hira,Kumari,Karki,"H. Karki, Hira Kumari Karki, Hira K. Karki"
0,अस्मिता,,राई,asmita,,rai,"asmita  raai, a. rai, asmita . rai"
0,जाना,,रावत,Jana,,Rawat,"Jana  Rawat, J. Rawat, Jana . Rawat"
0,खिरमी,,दमाई,Khirmi,,Damai,"Khirmi  Daamaai, Khirmi . Damai, Khirmi Damai"
0,मेनुका,कुमारी,कुंवर,Menuka,Kumari,Kunwar,"Menuka Kunwa, Menuka K. Kunwar, Menuka Kumari Kunwaar"
1,गन,बहादुर,गिरी,Gun,Bahadur,Giri,"Gun Bahadur Giri, G. Giri, Gun Gir"
1,शेर,बहादुर,साउँद,Sher,Bahadur,Saund,"Sher Bahadur Saund, Sher Bahadur Saaund, Sher Saund"
1,जयराम,,हलुवाई,Jairam,,Haluwai,"Jairam . Haluwai, Jairam  Haaluwaai, Jairam Haluwa"
1,विन्देश्‍वर,,यादव,Vindeshwar,,Yadav,"Vindeshwar . Yadav, V. Yadav, Vindeshwar  Yaadaav"
1,पुर्ण,सिं,सार्की,Purna,Sin,Sarki,"Purna S. Sarki, Purna Sark, Purna Sin Sarki"
0,श्रीमती,कोइली,डाँगी,Mrs.,Koili,Dangi,"Mrs. Koili Dangi, Mrs. Koili Daangi, Mrs. K. Dangi"
0,रिना,देवी,मुखिया,Rina,Devi,Mukhiya,"Rina Devi Mukhiia, R. Mukhiya, Rina Mukhiya"
0,बिमला,,सुवेदी,Bimla,,Suvedi,"Bimla Suved, Bimla . Suvedi, Bimla  Suvedi"
0,मीना,,देवी,Madam,,Meena,"M. Meena, Madam  Meena, Madam Meena"
1,विष्‍णु,कुमार,आचार्य,Vishnu,Kumar,Acharya,"V. Acharya, Vishnu Acharya, Vishnu K. Acharya"
0,सुमिन्त्रा,देवी,बडही,Sumintra,Devi,Badhi,"Sumintra Devi Baadhi, S. Badhi, Sumintra D. Badhi"
0,कुमारी,,तामाङ्ग,Kumari,,Tamang,"Kumari . Tamang, Kumari Taman, K. Tamang"
0,संगिता,कुमारी,चौधरी,Sangeeta,Kumari,Chaudhary,"Sangeeta Kumari Chaudhary, Sangeeta Chaudhar, Sangeeta Kumari Chaaudhaary"
0,रुपमाया,,परियार,उपर्पया,,पैरियार,"उपर्पया पैरिया, उपर्पया  पैरियार, उ. पैरियार"
0,निर्मला,,आचार्य,Nirmala,,Acharya,"Nirmala Acharya, Nirmala  Acharya, Nirmala . Acharya"
1,पदम,बहादुर,चन्द,padam,bahadur,chand,"padam bahadur chaand, padam cand, padam bahadur chand"
1,मोहन,सीं,सार्की,Mohan,C,Sarki,"Mohan Sarki, Mohan C. Sarki, Mohan C Saarki"
0,शान्ती,देवी,यादव,Shanti,Devi,Yadav,"Shanti Devi Yaadaav, Shanti Yadav, S. Yadav"
1,भुपाल,,खत्री,Bhupal,,Khatri,"B. Khatri, Bhupal  Khatri, Bhupal Khatr"
0,बुदी,,आउजी,Buddi,,Ouji,"Buddi Ouj, Buddi Ouji, Buddi . Ouji"
1,महेन्द्र,बहादुर,पुलामी,Mahendra,Bahadur,Pulami,"M. Pulami, Mahendra Bahadur Pulaami, Mahendra Bahadur Pulami"
1,झक,बहादुर,थापा,Jhak,Bahadur,Thapa,"Jhak Bahadur Thapa, Jhak Thap, Jhak Thapa"
0,मधु,,पछाई,Madhu,,Pachay,"Madhu Pachay, M. Pachay, Madhu Pacha"
0,कान्छी,बस्नेत,(खत्री),Kanchi,Basnet,(Khatri),"K. (Khatri), Kanchi (Khatri, Kanchi Basnet (Khaatri)"
1,नरहरी,,क‌डेल,Narhari,,Kadel,"Narhari Kadel, N. Kadel, Narhari Kade"
0,राम,माया,राई,Ram,Maya,Rai,"Ram Maya Raai, Ram Maya Rai, Ram M. Rai"
1,दिल,बहादुर,थिङ,Dil,Bahadur,Thing,"Dil Ting, Dil Thin, Dil Bahadur Thing"
1,मोहन,,गुरुङ्ग,Mohan,,Gurung,"Mohan . Gurung, M. Gurung, Mohan  Gurung"
1,सम,राज,राई,Sam,Raj,Rai,"Sam R. Rai, Sam Raj Raai, Sam Rai"
1,देवी,प्रसाद,चौलागाइ,Devi,Prasad,Choulagai,"Devi Prasad Choulagai, Devi Coulagai, Devi Choulaga"
1,प्रदिप,,बुढा,Pradeep,,Budha,"P. Budha, Pradeep Budh, Pradeep  Budha"
0,सुभद्रा,देवी,खत्री,Subhadra,Devi,Khatri,"Subhadra D. Khatri, Subhadra Devi Khatri, S. Khatri"
0,तारा,कुमारी,आचार्य,Tara,Kumari,Acharya,"T. Acharya, Tara K. Acharya, Tara Kumari Acharya"
1,राजन,,श्रेष्‍ठ,Rajan,,Shrestha,"Rajan Shresth, Rajan  Shrestha, Rajan . Shrestha"
1,मोतिलाल,,थापा,Motilal,,Thapa,"Motilal Thapa, Motilal . Thapa, Motilal Thap"
1,टिका,,लुहार,hinge,,blacksmith,"h. blacksmith, hinge  blacksmith, hinge blacksmit"
0,विवी,रानी,तामाङ,Vivi,Rani,Tamang,"V. Tamang, Vivi Taman, Vivi Rani Taamaang"
1,नारायण,,गिरी,Narayan,,Giri,"Narayan  Giri, N. Giri, Narayan Giri"
1,चेत,बहादुर,चिदी,Chet,Bahadur,Chidi,"Chet Bahadur Chidi, Chet B. Chidi, Chet Chidi"
1,राम,किसुन,थारु,Ram,Kisun,Tharu,"Ram Kisun Thaaru, Ram Tharu, Ram Thar"
0,उर्मिला,,शाही,urmila,,shahi,"urmila  shahi, u. shahi, urmila sai"
0,तुलसी,देवी,सुवेदी,Tulsi,Devi,Suvedi,"Tulsi D. Suvedi, Tulsi Suvedi, Tulsi Suved"
1,विनोद,,गुरुङ,vinod,,gurung,"vinod gurung, vinod . gurung, vinod gurun"
0,कमला,,अधिकारी,Kamla,,Adhikari,"Kamla Adhikari, Kamla . Adhikari, Kamla Adhikar"
1,जगदिश,,यादव,jagdish,,yadav,"jagdish yadav, jagdish  yadav, jagdish  iadav"
1,जीत,बहादुर,भोम्जन,Jeet,Bahadur,Bhomjan,"J. Bhomjan, Jeet Bahadur Bhomjan, Jeet Bomjan"
1,दिपेन्‍द्र,,राउत,Dipendra,,Raut,"Dipendra . Raut, Dipendra Raut, Dipendra  Raut"
1,पदम,बहादुर,कार्की,Padam,Bahadur,Karki,"Padam B. Karki, Padam Kark, P. Karki"
0,धर्मा,,जोशी,dharma,,joshi,"dharma joshi, dharma  joshi, dharma . joshi"
0,जमुना,ठाडा,मगर,Jamuna,Thada,Magar,"J. Magar, Jamuna T. Magar, Jamuna Maga"
1,राजेश,कुमार,वुढाथोकी,Rajesh,Kumar,Vudhathoki,"Rajesh Kumar Vudhaathoki, Rajesh Vudhathoki, Rajesh Vudhathok"
1,हुम,बहादुर,थापा,Hum,Bahadur,Thapa,"Hum Bahadur Thapa, Hum Tapa, Hum Bahadur Thaapaa"
0,मिना,देवी,बुढाथोकी,Mina,Devi,Budhathoki,"Mina Budhathok, Mina Budhathoki, Mina Devi Budhaathoki"
1,तिलक,बहादुर,कार्की,Tilak,Bahadur,Karki,"Tilak Kark, Tilak Bahadur Kaarki, T. Karki"
0,असदी,,थरुनी,Asadi,,Tharuni,"Asadi Tharuni, Asadi Taruni, Asadi Tharun"
1,श्यामबाबु,,कार्की,Shyambabu,,Karki,"Shyambabu  Karki, Shyambabu . Karki, Shyambabu Karki"
0,रमा,कुमारी,पौडेल,Rama,Kumari,Paudel,"Rama Paudel, R. Paudel, Rama K. Paudel"
0,लिला,,कार्की,Lila,,Karki,"Lila . Karki, Lila  Karki, Lila Kark"
0,परमिला,,चाई,Parmila,,Chai,"Parmila  Chaai, Parmila Cha, Parmila Cai"
0,निम,कला,बहकरी,Nim,Art,Bahkari,"Nim Art Baahkaari, Nim Bahkar, N. Bahkari"
0,युमाया,फकामी,पुन,Yumaya,Fakami,Re,"Yumaya Fakami Re, Y. Re, Yumaya Re"
1,चित्र,बहादुर,वली,Picture,Bahadur,Vali,"Picture B. Vali, Picture Vali, Picture Bahadur Vali"
0,लक्ष्मी,,रावल,Laxmi,,Rawal,"Laxmi  Raawaal, Laxmi Rawal, L. Rawal"
0,कुमारी,,गुरुङ,kumari,,gurung,"kumari gurung, kumari gurun, kumari . gurung"
0,सीता,,खड्का,Sita,,Khadka,"Sita Kadka, Sita  Khaadkaa, Sita Khadk"
1,विष,मान,तामाङ,poison,man,tamaang,"poison tamaan, poison tamaang, poison man tamaang"
0,सरिता,,दमाइ,Sarita,,Damai,"S. Damai, Sarita . Damai, Sarita Dama"
1,बाबु,राजा,महर्जन,Babu,Raja,Maharjan,"Babu Maharjan, Babu Raja Maahaarjaan, B. Maharjan"
1,कृष्णदेव,शर्मा,चापागाई,Krishnadev,Sharma,Chapagai,"K. Chapagai, Krishnadev Capagai, Krishnadev Sharma Chaapaagaai"
1,रमेश,,पौडेल,Ramesh,,Paudel,"Ramesh  Paudel, Ramesh  Paaudel, R. Paudel"
0,लिला,देवी,खतिवडा,Leela,Devi,Khatiwada,"Leela Devi Khaatiwaadaa, Leela Khatiwada, Leela Katiwada"
1,शिव,चन्द्र,कार्की,Shiv,Chandra,Karki,"Shiv Chandra Kaarki, Shiv Kark, Shiv Chandra Karki"
0,दैया,,राई,Daiya,,Rye,"D. Rye, Daiya Ry, Daiya . Rye"
0,गेदा,,हरिजन,Marigold,,Harijan,"Marigold  Haarijaan, Marigold . Harijan, Marigold Harija"
1,करन,,वि.क.,Karan,,V.K.,"Karan V.K., Karan  V.K., Karan . V.K."
0,सविता,,लामा,Savita,,Lama,"Savita . Lama, Savita Lam, Savita  Laamaa"
1,अर्जुन,,खतिवडा,Arjun,,Khatiwada,"Arjun Katiwada, Arjun  Khaatiwaadaa, A. Khatiwada"
0,कला,देवि,चौधरी,Kala,Devi,Choudhary,"Kala Devi Choudhaary, Kala D. Choudhary, Kala Coudary"
0,पदम,माया,खत्री,padam,maya,khatri,"padam khatr, p. khatri, padam maya khaatri"
1,सुशिल,,यादव,Sushil,,Yadav,"Sushil  Yaadaav, Sushil Yada, Sushil . Yadav"
1,रमेश,,चन्द,Ramesh,,Chand,"Ramesh  Chaand, Ramesh Chand, Ramesh . Chand"
1,नर,बहादुर,तामाङ,male,brave,tamaang,"male brave taamaaaang, m. tamaang, male tamaan"
1,धन,बहादुर,सुनुवार,Dhan,Bahadur,Sunuwar,"Dhan B. Sunuwar, D. Sunuwar, Dhan Sunuwar"
0,प्याम,लमु,शेर्पा,Pyam,Lamu,Sherpa,"Pyam Sherp, P. Sherpa, Pyam Lamu Sherpaa"
0,रिता,,खड्का,Rita,,Khadka,"Rita  Khadka, Rita Kadka, R. Khadka"
1,सार्की,मान,तामाङ,Sarki,Maan,Tamang,"Sarki Maan Taamaang, Sarki Tamang, Sarki M. Tamang"
0,सुनिता,ढकाल,चापागाई,Sunita,,Dhakal,"Sunita  Dhakal, Sunita Dakal, Sunita . Dhakal"
1,छेदी,,यादव,Chhedi,,Yadav,"Chhedi Yadav, Chhedi  Yaadaav, Chhedi  Yadav"
1,सन्जय,कुमार,माझी,Sanjay,Kumar,Majhi,"Sanjay K. Majhi, Sanjay Kumar Majhi, S. Majhi"
0,कल्पना,,प्रजा,imagination,,people,"imagination people, imagination . people, imagination peopl"
1,जय,,साउँद,Jai,,Sound,"Jai Sound, Jai . Sound, J. Sound"
0,मुरली,,सावत,Murli,,Sawat,"Murli . Sawat, M. Sawat, Murli  Sawat"
1,खिमा,नन्द,भट्टराई,Khima,Nand,Bhattarai,"Khima Bhattarai, Khima Bhattara, Khima Nand Bhattarai"
1,चक्र,बहादुर,चाहार,Chakra,Bahadur,Chahar,"Chakra B. Chahar, Chakra Bahadur Chahar, Chakra Bahadur Chaahaar"
1,लवराज,,देवकोटा,Lavraj,,Devkota,"Lavraj Devkota, Lavraj . Devkota, Lavraj Devkot"
1,शिवराज,,पौडेल,Shivraj,,Paudel,"Shivraj . Paudel, Shivraj  Paaudel, Shivraj Paudel"
1,राजेश,कुमार,सिंह,Rajesh,Kumar,Singh,"Rajesh Sing, Rajesh Singh, Rajesh Kumar Singh"
1,मुकेश,,कठायत,Mukesh,,Kathayat,"Mukesh  Kaathaayaat, Mukesh . Kathayat, Mukesh Kathayat"
0,नर,माया,विष्ट,Nar,Maya,Visht,"Nar Visht, Nar M. Visht, Nar Maya Visht"
1,अगमजित,,राई,Agamjit,,Rai,"Agamjit Ra, A. Rai, Agamjit Rai"
1,सन्तोष,कुमार,शर्मा,Santosh,Kumar,Sharma,"Santosh Sarma, Santosh Kumar Sharma, S. Sharma"
0,दिक्षा,,कडेल,Diksha,,Kadel,"Diksha  Kaadel, Diksha . Kadel, Diksha  Kadel"
1,पृथी,राज,राई,prithi,raj,rai,"prithi rai, p. rai, prithi ra"
0,साबित्रा,,शर्मा,Savitra,,Sharma,"Savitra Sharma, S. Sharma, Savitra Sarma"
0,सुलेमा,,खातुन,Sulema,,Khatun,"Sulema  Khatun, Sulema Khatun, S. Khatun"
0,चरी,माया,तामाङ्ग,chari,maya,tamang,"chari maya tamang, chari maya taamaang, chari tamang"
1,राहुल,,आले,Rahul,,Aale,"R. Aale, Rahul Aal, Rahul  Aale"
0,मनिसरा,,थापा,Manisara,,Thapa,"Manisara Thapa, Manisara  Thaapaa, Manisara Thap"
1,प्रकाश,लामा,थोकर,Prakash,Lama,Thokar,"Prakash Thoka, Prakash Tokar, Prakash Lama Thokar"
0,शान्ती,,तामाङ,Shanti,,Tamang,"S. Tamang, Shanti . Tamang, Shanti  Taamaang"
0,दोकी,माया,राई,doki,maya,rai,"doki maya rai, doki m. rai, doki rai"
0,कल्पना,,धिमाल,Kalpana,,Dhimal,"Kalpana Dhimal, Kalpana Dhima, Kalpana . Dhimal"
1,विरेन्द्र,,मल्ल,Virendra,,Mall,"Virendra  Maall, Virendra . Mall, Virendra  Mall"
0,यचु,,महर्जन,Yachu,,Maharjan,"Yachu Maharjan, Yachu Maharja, Yachu  Maharjan"
0,सँजिता,कुमारि,मँडल,Sanjita,Kumari,Mandal,"S. Mandal, Sanjita Manda, Sanjita Kumari Maandaal"
1,पासाङ,,तमाङ,pasand,,tamang,"pasand tamang, pasand . tamang, p. tamang"
1,मोहन,,पौडेल,Mohan,,Paudel,"M. Paudel, Mohan  Paudel, Mohan  Paaudel"
0,सुपारी,,बुढा,betel,nut,old,"betel n. old, betel nut old, betel old"
0,कोशिला,देवी,हजाम,Koshila,Devi,Barber,"Koshila Barber, Koshila Devi Barber, K. Barber"
0,ज्ञान,देवी,रोकाया,Gyan,Devi,Rokaya,"Gyan Rokay, Gyan D. Rokaya, Gyan Devi Rokaya"
0,शुसिला,,कवर,Shusila,,Cover,"S. Cover, Shusila Cove, Shusila . Cover"
1,राम,करन,ओझा,Ram,Karan,Ojha,"Ram Ojh, R. Ojha, Ram Oja"
